"genus_species","size_class","year","shark_in_video","sec_investigating_circling","sec_passing","sec_feeding","sec_total","frac_investigating_circling","frac_passing","frac_feeding","bout","bite","habitat","depth","log_depth","total_time_shark_present_frame","log_total_time_shark_present_frame","n_frame_total","log_n_frame_total","video"
"Lethrinus rubrioperculatus","Small","2004","absent",0,1,0,1,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,0.6,0,0.6,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,0.4,0,0.4,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",2.8,7,1.6,11.4,0.245614035087719,0.614035087719298,0.140350877192982,1,4,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",12.6,5,1.2,18.8,0.670212765957447,0.265957446808511,0.0638297872340425,1,3,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",2.2,1.4,0,3.6,0.611111111111111,0.388888888888889,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,1.2,0,1.2,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",3.2,5,0,8.2,0.390243902439024,0.609756097560976,0,0,0,"reef",15,2.70805020110221,0,-Inf,2,0.693147180559945,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,6.2,0,6.2,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",38,1.6,2,41.6,0.913461538461538,0.0384615384615385,0.0480769230769231,3,3,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",31.8,1.6,8.6,42,0.757142857142857,0.0380952380952381,0.204761904761905,5,18,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,8.2,1,9.2,0,0.891304347826087,0.108695652173913,1,2,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",7.6,0,0,7.6,1,0,0,0,0,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",9.4,0,0,9.4,1,0,0,0,0,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,3.6,0,3.6,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",6.2,4.4,3,13.6,0.455882352941176,0.323529411764706,0.220588235294118,3,10,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",11.2,3,1.4,15.6,0.717948717948718,0.192307692307692,0.0897435897435897,3,5,"reef",15,2.70805020110221,0,-Inf,6,1.79175946922805,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",15.4,0,0,15.4,1,0,0,0,0,"reef",15,2.70805020110221,0,-Inf,7,1.94591014905531,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,2.4,0,2.4,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,7,1.94591014905531,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,4.8,0,4.8,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,2,0.693147180559945,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",2,8.8,2.4,13.2,0.151515151515151,0.666666666666667,0.181818181818182,2,4,"reef",15,2.70805020110221,0,-Inf,2,0.693147180559945,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,2,0,2,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,2.6,0,2.6,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,1.2,0,1.2,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",13.8,11.8,0,25.6,0.5390625,0.4609375,0,0,0,"reef",15,2.70805020110221,0,-Inf,4,1.38629436111989,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",40.2,0,0,40.2,1,0,0,1,2,"reef",15,2.70805020110221,0,-Inf,4,1.38629436111989,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,2,0,2,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,4,1.38629436111989,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,3,0,3,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,4,1.38629436111989,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3.6,0,3.6,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,2,0.693147180559945,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",2.6,7.2,0,9.8,0.26530612244898,0.73469387755102,0,1,1,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",8.2,3.8,0,12,0.683333333333333,0.316666666666667,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus atkinsoni","Small","2004","absent",16.2,7.2,0.2,23.6,0.686440677966102,0.305084745762712,0.00847457627118644,1,1,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",7.8,2.2,1,11,0.709090909090909,0.2,0.0909090909090909,1,4,"reef",15,2.70805020110221,0,-Inf,2,0.693147180559945,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",12.2,2.4,0,14.6,0.835616438356164,0.164383561643836,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",2.2,4,0,6.2,0.354838709677419,0.645161290322581,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,1.8,0,1.8,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",26.2,2,2.8,31,0.845161290322581,0.0645161290322581,0.0903225806451613,3,12,"reef",15,2.70805020110221,0,-Inf,4,1.38629436111989,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",2,1.6,0,3.6,0.555555555555556,0.444444444444444,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",26.2,1.2,0,27.4,0.956204379562044,0.0437956204379562,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,9.4,0.6,10,0,0.94,0.06,1,2,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,4,0,4,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,3,1.09861228866811,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",16.8,2.2,0.6,19.6,0.857142857142857,0.112244897959184,0.0306122448979592,1,2,"reef",15,2.70805020110221,0,-Inf,5,1.6094379124341,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",1.2,4.6,0.6,6.4,0.1875,0.71875,0.09375,1,1,"reef",15,2.70805020110221,0,-Inf,5,1.6094379124341,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,2.4,0,2.4,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,5,1.6094379124341,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,2.8,0,2.8,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,5,1.6094379124341,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,7.8,0,7.8,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,5,1.6094379124341,"ASH2_2"
"Lutjanus decussatus","Small","2004","absent",0,8,0,8,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,5,1.6094379124341,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",0,1.8,0,1.8,0,1,0,0,0,"reef",15,2.70805020110221,0,-Inf,4,1.38629436111989,"ASH2_2"
"Lethrinus rubrioperculatus","Small","2004","absent",1.2,2,0.8,4,0.3,0.5,0.2,1,3,"reef",15,2.70805020110221,0,-Inf,4,1.38629436111989,"ASH2_2"
"Lethrinus olivaceus","Medium","2004","absent",0,8.4,0,8.4,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Aprion virescens","Large","2004","absent",0,9.4,0,9.4,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",3.4,5.6,0,9,0.377777777777778,0.622222222222222,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,5.8,0,5.8,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,6.8,0,6.8,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,2.8,0,2.8,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Lethrinus olivaceus","Medium","2004","absent",0,15.6,0,15.6,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",6.4,9.4,0,15.8,0.40506329113924,0.59493670886076,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,7.4,0,7.4,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,15.8,0,15.8,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,1,0,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",6,3.6,0,9.6,0.625,0.375,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,4.8,0,4.8,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3.8,0,3.8,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3,0,3,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",8.2,1,0,9.2,0.891304347826087,0.108695652173913,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,6.8,0,6.8,0,1,0,0,0,"reef",13,2.56494935746154,0,-Inf,2,0.693147180559945,"ASH2_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,5,0,5,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,4,1.38629436111989,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",17,0,4.8,21.8,0.779816513761468,0,0.220183486238532,1,7,"reef",18,2.89037175789616,0,-Inf,9,2.19722457733622,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",5.2,0,0,5.2,1,0,0,0,0,"reef",18,2.89037175789616,0,-Inf,4,1.38629436111989,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",2.6,4.4,0,7,0.371428571428571,0.628571428571429,0,0,0,"reef",18,2.89037175789616,0,-Inf,4,1.38629436111989,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",33.4,3,7,43.4,0.769585253456221,0.0691244239631336,0.161290322580645,3,8,"reef",18,2.89037175789616,0,-Inf,9,2.19722457733622,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",6.8,4.2,6.4,17.4,0.390804597701149,0.241379310344828,0.367816091954023,4,8,"reef",18,2.89037175789616,0,-Inf,11,2.39789527279837,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",29.4,6.4,11,46.8,0.628205128205128,0.136752136752137,0.235042735042735,5,15,"reef",18,2.89037175789616,0,-Inf,11,2.39789527279837,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",2.6,4.4,3,10,0.26,0.44,0.3,1,3,"reef",18,2.89037175789616,0,-Inf,11,2.39789527279837,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,7.2,0,7.2,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,11,2.39789527279837,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,20.4,0,20.4,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,11,2.39789527279837,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",3,3,1.8,7.8,0.384615384615385,0.384615384615385,0.230769230769231,1,3,"reef",18,2.89037175789616,0,-Inf,9,2.19722457733622,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",5,1,0,6,0.833333333333333,0.166666666666667,0,0,0,"reef",18,2.89037175789616,0,-Inf,5,1.6094379124341,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3.2,0,3.2,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,4,1.38629436111989,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,5.2,0,5.2,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,3,1.09861228866811,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",9.4,1.4,0,10.8,0.87037037037037,0.12962962962963,0,0,0,"reef",18,2.89037175789616,0,-Inf,5,1.6094379124341,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,4.6,0,4.6,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,5,1.6094379124341,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,6.6,0,6.6,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,4,1.38629436111989,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,9.4,0,9.4,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,4,1.38629436111989,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",2.4,9.8,2,14.2,0.169014084507042,0.690140845070423,0.140845070422535,2,3,"reef",18,2.89037175789616,0,-Inf,5,1.6094379124341,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",2,1.4,0.2,3.6,0.555555555555556,0.388888888888889,0.0555555555555556,1,1,"reef",18,2.89037175789616,0,-Inf,5,1.6094379124341,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",3.4,4,0,7.4,0.459459459459459,0.54054054054054,0,0,0,"reef",18,2.89037175789616,0,-Inf,5,1.6094379124341,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",20.6,3.4,5.2,29.2,0.705479452054794,0.116438356164384,0.178082191780822,6,19,"reef",18,2.89037175789616,0,-Inf,6,1.79175946922805,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,4.2,0,4.2,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,4,1.38629436111989,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",3.8,6,0,9.8,0.387755102040816,0.612244897959184,0,0,0,"reef",18,2.89037175789616,0,-Inf,6,1.79175946922805,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",11.8,1.2,3,16,0.7375,0.075,0.1875,0,0,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,4.8,0,4.8,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,7,1.94591014905531,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",3.4,2.8,0,6.2,0.548387096774194,0.451612903225806,0,0,0,"reef",18,2.89037175789616,0,-Inf,9,2.19722457733622,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",4.8,0,0,4.8,1,0,0,0,0,"reef",18,2.89037175789616,0,-Inf,9,2.19722457733622,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3,0,3,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,10,2.30258509299405,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3,0,3,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,10,2.30258509299405,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,6.6,1.6,8.2,0,0.804878048780488,0.195121951219512,1,3,"reef",18,2.89037175789616,0,-Inf,10,2.30258509299405,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",5,2.6,0,7.6,0.657894736842105,0.342105263157895,0,0,0,"reef",18,2.89037175789616,0,-Inf,10,2.30258509299405,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",5,2.2,3,10.2,0.490196078431373,0.215686274509804,0.294117647058824,2,5,"reef",18,2.89037175789616,0,-Inf,6,1.79175946922805,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",18.8,3.6,4,26.4,0.712121212121212,0.136363636363636,0.151515151515152,4,9,"reef",18,2.89037175789616,0,-Inf,6,1.79175946922805,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",33.4,6.4,5,44.8,0.745535714285714,0.142857142857143,0.111607142857143,3,10,"reef",18,2.89037175789616,0,-Inf,6,1.79175946922805,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",0,1.6,0,1.6,0,1,0,0,0,"reef",18,2.89037175789616,0,-Inf,6,1.79175946922805,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",1.8,2.2,1,5,0.36,0.44,0.2,0,0,"reef",18,2.89037175789616,0,-Inf,6,1.79175946922805,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",2.8,9,1.2,13,0.215384615384615,0.692307692307692,0.0923076923076923,1,1,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",7.2,0,3,10.2,0.705882352941177,0,0.294117647058824,1,3,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",9.2,2.4,0,11.6,0.793103448275862,0.206896551724138,0,0,0,"reef",18,2.89037175789616,0,-Inf,10,2.30258509299405,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",27.2,0,1.8,29,0.937931034482759,0,0.0620689655172414,4,5,"reef",18,2.89037175789616,0,-Inf,7,1.94591014905531,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",10,0,0,10,1,0,0,0,0,"reef",18,2.89037175789616,0,-Inf,7,1.94591014905531,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",1.4,1.2,0,2.6,0.538461538461539,0.461538461538462,0,0,0,"reef",18,2.89037175789616,0,-Inf,7,1.94591014905531,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",20,2.6,3.6,26.2,0.763358778625954,0.0992366412213741,0.137404580152672,4,9,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",9.8,8,0,17.8,0.550561797752809,0.449438202247191,0,0,0,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",2.4,0,0,2.4,1,0,0,0,0,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",2.6,2.8,0,5.4,0.481481481481481,0.518518518518518,0,0,0,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",1.4,3.2,0,4.6,0.304347826086957,0.695652173913044,0,0,0,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus rubrioperculatus","Small","2004","absent",1.8,2,0,3.8,0.473684210526316,0.526315789473684,0,0,0,"reef",18,2.89037175789616,0,-Inf,8,2.07944154167984,"ASH2_4"
"Lethrinus olivaceus","Medium","2004","absent",0,12.6,0,12.6,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,3,1.09861228866811,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,13.6,0,13.6,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,3,1.09861228866811,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,11.6,0,11.6,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,2,0.693147180559945,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,7.4,0,7.4,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,2,0.693147180559945,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,15.8,0,15.8,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,9.8,0,9.8,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,5,0,5,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,13.6,0,13.6,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",5,6.2,0,11.2,0.446428571428571,0.553571428571429,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,6,0,6,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,5.2,0,5.2,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,11.2,0,11.2,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,3,0,3,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,2,0.693147180559945,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,3,0,3,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,2,0.693147180559945,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,6,0,6,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,2,0.693147180559945,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,4.4,0,4.4,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,2,0.693147180559945,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,5.4,0,5.4,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,7,0,7,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,3,1.09861228866811,"ASH1_3"
"Lethrinus rubrioperculatus","Small","2004","absent",0,19,0,19,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,3,1.09861228866811,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,9,0,9,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,3,1.09861228866811,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,5.4,0,5.4,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,3,1.09861228866811,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,5,0,5,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Lethrinus olivaceus","Medium","2004","absent",0,7.6,0,7.6,0,1,0,0,0,"near reef",24,3.17805383034795,0,-Inf,1,0,"ASH1_3"
"Carangoides ferdau","Medium","2004","absent",0,3.2,0,3.2,0,1,0,0,0,"near reef",28,3.3322045101752,0,-Inf,3,1.09861228866811,"ASH4_1"
"Carangoides ferdau","Medium","2004","absent",0,4.6,0,4.6,0,1,0,0,0,"near reef",28,3.3322045101752,0,-Inf,3,1.09861228866811,"ASH4_1"
"Carangoides ferdau","Medium","2004","absent",0,3.8,0,3.8,0,1,0,0,0,"near reef",28,3.3322045101752,0,-Inf,3,1.09861228866811,"ASH4_1"
"Carangoides ferdau","Medium","2004","absent",0,5,0,5,0,1,0,0,0,"near reef",28,3.3322045101752,0,-Inf,4,1.38629436111989,"ASH4_1"
"Carangoides ferdau","Medium","2004","absent",0,4.6,0,4.6,0,1,0,0,0,"near reef",28,3.3322045101752,0,-Inf,4,1.38629436111989,"ASH4_1"
"Carangoides ferdau","Medium","2004","absent",0,4.6,0,4.6,0,1,0,0,0,"near reef",28,3.3322045101752,0,-Inf,4,1.38629436111989,"ASH4_1"
"Carangoides ferdau","Medium","2004","absent",0,4,0,4,0,1,0,0,0,"near reef",28,3.3322045101752,0,-Inf,4,1.38629436111989,"ASH4_1"
"Lutjanus decussatus","Small","2004","absent",9,9.8,0,18.8,0.478723404255319,0.521276595744681,0,0,0,"reef",23,3.13549421592915,0,-Inf,9,2.19722457733622,"ASH5_5"
"Lethrinus semicinctus","Small","2004","absent",7.2,5.6,0,12.8,0.5625,0.4375,0,0,0,"reef",23,3.13549421592915,0,-Inf,9,2.19722457733622,"ASH5_5"
"Lutjanus decussatus","Small","2004","absent",0,6.2,0,6.2,0,1,0,0,0,"reef",23,3.13549421592915,0,-Inf,8,2.07944154167984,"ASH5_5"
"Lethrinus semicinctus","Small","2004","absent",0,6.6,0,6.6,0,1,0,0,0,"reef",23,3.13549421592915,0,-Inf,8,2.07944154167984,"ASH5_5"
"Lethrinus semicinctus","Small","2004","absent",0,6.4,0,6.4,0,1,0,0,0,"reef",23,3.13549421592915,0,-Inf,8,2.07944154167984,"ASH5_5"
"Lethrinus semicinctus","Small","2004","absent",6.2,4.8,1.4,12.4,0.5,0.387096774193548,0.112903225806452,2,2,"reef",23,3.13549421592915,0,-Inf,6,1.79175946922805,"ASH5_5"
"Lethrinus semicinctus","Small","2004","absent",2.8,5.8,0,8.6,0.325581395348837,0.674418604651163,0,0,0,"reef",23,3.13549421592915,0,-Inf,5,1.6094379124341,"ASH5_5"
