"genus_species","size_class","year","shark_in_video","sec_investigating_circling","sec_passing","sec_feeding","sec_total","frac_investigating_circling","frac_passing","frac_feeding","bout","bite","habitat","depth","log_depth","total_time_shark_present_frame","log_total_time_shark_present_frame","n_frame_total","log_n_frame_total","video"
"Cepahlopholis argus","Medium","2016","present",0,4.6,0,4.6,0,1,0,0,0,"reef",7,1.94591014905531,115.8,4.7518645651389,10,2.30258509299405,"ASH036"
"Cepahlopholis argus","Medium","2016","present",0,2.8,0,2.8,0,1,0,0,0,"reef",7,1.94591014905531,115.8,4.7518645651389,5,1.6094379124341,"ASH036"
"Cepahlopholis argus","Medium","2016","present",0,2.8,0,2.8,0,1,0,0,0,"reef",7,1.94591014905531,115.8,4.7518645651389,9,2.19722457733622,"ASH036"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.6,0,2.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,3,1.09861228866811,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",2.2,4.6,0,6.8,0.323529411764706,0.676470588235294,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,3,1.09861228866811,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,1.6,0,1.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,2,0.693147180559945,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",12.2,8.8,0,21,0.580952380952381,0.419047619047619,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,3,1.09861228866811,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",15.4,14,0,29.4,0.523809523809524,0.476190476190476,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,3,1.09861228866811,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",1.4,11.2,0,12.6,0.111111111111111,0.888888888888889,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,6.8,0,6.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",13.2,4.6,0,17.8,0.741573033707865,0.258426966292135,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,12,0,12,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.2,0,2.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",10.6,7.2,0,17.8,0.595505617977528,0.404494382022472,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",9.2,8,1.8,19,0.484210526315789,0.421052631578947,0.0947368421052632,1,3,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",4.6,9,0,13.6,0.338235294117647,0.661764705882353,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,9.4,0,9.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",9.8,2.4,0,12.2,0.80327868852459,0.19672131147541,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",2.6,15.6,0,18.2,0.142857142857143,0.857142857142857,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",9.2,6.2,0.6,16,0.575,0.3875,0.0375,1,1,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",6.2,11,0,17.2,0.36046511627907,0.63953488372093,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3.2,8,1.2,12.4,0.258064516129032,0.645161290322581,0.0967741935483871,1,3,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",9.4,7.4,0,16.8,0.55952380952381,0.44047619047619,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.8,0,2.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,1.6,0,1.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,1.6,0,1.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",1.2,5.8,0,7,0.171428571428571,0.828571428571429,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",8.6,2.8,0,11.4,0.754385964912281,0.245614035087719,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.2,0,5.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,1.8,0,1.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",1.4,1.8,0,3.2,0.4375,0.5625,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.2,0,5.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3,1.6,0,4.6,0.652173913043478,0.347826086956522,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.6,0,2.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.2,0,4.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.4,0,4.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.8,0,3.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.4,0,3.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3.4,3.2,0,6.6,0.515151515151515,0.484848484848485,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4,0,4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.4,0,4.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.4,0,5.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",6,8.8,0,14.8,0.405405405405405,0.594594594594595,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,13.2,0,13.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,15,0,15,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.8,0,5.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.2,0,2.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,3,1.09861228866811,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3.4,6.2,0,9.6,0.354166666666667,0.645833333333333,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,8.6,0,8.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.6,0,2.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,7.4,0,7.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.6,0,5.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,8,0,8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,8,0,8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.8,0,5.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",4.2,6,0,10.2,0.411764705882353,0.588235294117647,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.9,0,4.9,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.08,0,4.08,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.26,0,3.26,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",2.2,2.2,0,4.4,0.5,0.5,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,1.8,0,1.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,1.4,0,1.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,5,1.6094379124341,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.6,0,4.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2,0,2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.6,0,4.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.8,0,4.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.4,0,4.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.4,0,4.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.4,0,4.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",5.6,2.4,0,8,0.7,0.3,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3.6,2.4,0,6,0.6,0.4,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.4,0,5.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,9.6,0,9.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,8.6,0,8.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,7,1.94591014905531,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.7,0,4.7,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.6,0,5.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5.6,0,5.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5,0,5,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,5,0,5,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.6,0,4.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.4,0,3.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4,0,4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,3,1.09861228866811,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.2,0,3.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,4,1.38629436111989,"ASH033"
"Lethrinus amboinensis","Medium","2016","present",2.8,3.6,0,6.4,0.4375,0.5625,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus amboinensis","Medium","2016","present",4.4,2.2,0,6.6,0.666666666666667,0.333333333333333,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus amboinensis","Medium","2016","present",10.4,0.4,0,10.8,0.962962962962963,0.037037037037037,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus amboinensis","Medium","2016","present",0,4.8,0,4.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus amboinensis","Medium","2016","present",0,4.6,0,4.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus amboinensis","Medium","2016","present",1.4,2.2,0,3.6,0.388888888888889,0.611111111111111,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",6.2,4.8,0,11,0.563636363636364,0.436363636363636,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",14.4,0.4,0,14.8,0.972972972972973,0.027027027027027,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",2.6,7.2,0,9.8,0.26530612244898,0.73469387755102,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,8.8,0,8.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",4.6,3.8,0,8.4,0.547619047619048,0.452380952380952,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3,4.6,0,7.6,0.394736842105263,0.605263157894737,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3.6,7.8,0,11.4,0.31578947368421,0.68421052631579,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",5.4,5.8,0,11.2,0.482142857142857,0.517857142857143,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.4,0,3.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,10,2.30258509299405,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.4,0,3.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,10,2.30258509299405,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,12,0,12,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,11,2.39789527279837,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,8.2,0,8.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,6.2,0,6.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3.2,0,3.2,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,6.4,0,6.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,4.4,0,4.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.4,0,2.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,2.4,0,2.4,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,1.6,0,1.6,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,6,1.79175946922805,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",3.8,6.8,0,10.6,0.358490566037736,0.641509433962264,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",4.2,6.2,0,10.4,0.403846153846154,0.596153846153846,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,7.8,0,7.8,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",12.8,3.8,0,16.6,0.771084337349398,0.228915662650602,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3,0,3,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3,0,3,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",0,3,0,3,0,1,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",6.2,0,0,6.2,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",6.2,0,0,6.2,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,9,2.19722457733622,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",6.2,0,0,6.2,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",12.2,0,0,12.2,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",7.4,0,0,7.4,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",7.4,0,0,7.4,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",1,0,0,1,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus rubrioperculatus","Small","2016","present",4.2,0,0,4.2,1,0,0,0,0,"near reef",25,3.2188758248682,212.8,5.36035275746749,8,2.07944154167984,"ASH033"
"Lethrinus amboinensis","Medium","2016","present",6.2,1,0,7.2,0.861111111111111,0.138888888888889,0,0,0,"near reef",37,3.61091791264422,113.799384259259,4.73443711095052,1,0,"ASH028"
"Lethrinus amboinensis","Medium","2016","present",0,5.2,0,5.2,0,1,0,0,0,"near reef",37,3.61091791264422,113.799384259259,4.73443711095052,1,0,"ASH028"
"Lethrinus amboinensis","Medium","2016","present",6.2,14.2,0,20.4,0.303921568627451,0.696078431372549,0,0,0,"near reef",37,3.61091791264422,113.799384259259,4.73443711095052,1,0,"ASH028"
"Lethrinus amboinensis","Medium","2016","present",0,7.2,0,7.2,0,1,0,0,0,"near reef",37,3.61091791264422,113.799384259259,4.73443711095052,2,0.693147180559945,"ASH028"
"Lethrinus amboinensis","Medium","2016","present",0,2,0,2,0,1,0,0,0,"near reef",37,3.61091791264422,113.799384259259,4.73443711095052,2,0.693147180559945,"ASH028"
"Lethrinus amboinensis","Medium","2016","present",0,5.2,0,5.2,0,1,0,0,0,"near reef",37,3.61091791264422,113.799384259259,4.73443711095052,3,1.09861228866811,"ASH028"
"Lethrinus amboinensis","Medium","2016","present",1,3.6,0,4.6,0.217391304347826,0.782608695652174,0,0,0,"near reef",37,3.61091791264422,113.799384259259,4.73443711095052,3,1.09861228866811,"ASH028"
"Aprion virescens","Large","2016","present",0,4.6,0,4.6,0,1,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,2,0.693147180559945,"ASH112"
"Aprion virescens","Large","2016","present",16.4,13.6,0,30,0.546666666666667,0.453333333333333,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,2,0.693147180559945,"ASH112"
"Aprion virescens","Large","2016","present",0.8,9.2,0,10,0.08,0.92,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,2,0.693147180559945,"ASH112"
"Gymnocranius grandoculis","Medium","2016","present",18.6,5.2,0,23.8,0.781512605042017,0.218487394957983,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,2,0.693147180559945,"ASH112"
"Carangoides orthogrammus","Medium","2016","present",11,44.8,0,55.8,0.197132616487455,0.802867383512545,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,3,1.09861228866811,"ASH112"
"Aprion virescens","Large","2016","present",0,7.8,0,7.8,0,1,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,2,0.693147180559945,"ASH112"
"Aprion virescens","Large","2016","present",0,10,0.8,10.8,0,0.925925925925926,0.0740740740740741,1,1,"near reef",25,3.2188758248682,221.8,5.40177607491627,3,1.09861228866811,"ASH112"
"Aprion virescens","Large","2016","present",0,14.8,0,14.8,0,1,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,3,1.09861228866811,"ASH112"
"Carangoides orthogrammus","Medium","2016","present",26,0,0,26,1,0,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,2,0.693147180559945,"ASH112"
"Carangoides orthogrammus","Medium","2016","present",0,2,0,2,0,1,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,1,0,"ASH112"
"Carangoides orthogrammus","Medium","2016","present",0,5.4,0,5.4,0,1,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,3,1.09861228866811,"ASH112"
"Gymnocranius grandoculis","Medium","2016","present",7.8,16,0,23.8,0.327731092436975,0.672268907563025,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,3,1.09861228866811,"ASH112"
"Aprion virescens","Large","2016","present",0,11.8,0,11.8,0,1,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,3,1.09861228866811,"ASH112"
"Carangoides orthogrammus","Medium","2016","present",0,13.2,0,13.2,0,1,0,0,0,"near reef",25,3.2188758248682,221.8,5.40177607491627,3,1.09861228866811,"ASH112"
"Caranx melampygus","Large","2016","present",0,36.6,0,36.6,0,1,0,1,0,"near reef",5,1.6094379124341,189.4,5.24386118075198,2,0.693147180559945,"ASH051"
"Caranx melampygus","Large","2016","present",0,14.8,0,14.8,0,1,0,0,0,"near reef",5,1.6094379124341,189.4,5.24386118075198,3,1.09861228866811,"ASH051"
"Lethrinus olivaceus x microdon","Medium","2016","present",0,9,0,9,0,1,0,0,0,"near reef",5,1.6094379124341,189.4,5.24386118075198,3,1.09861228866811,"ASH051"
"Lethrinus olivaceus x microdon","Medium","2016","present",0,5.2,0,5.2,0,1,0,0,0,"near reef",5,1.6094379124341,189.4,5.24386118075198,2,0.693147180559945,"ASH051"
"Lethrinus olivaceus x microdon","Medium","2016","present",0,4.2,0,4.2,0,1,0,0,0,"near reef",5,1.6094379124341,189.4,5.24386118075198,2,0.693147180559945,"ASH051"
